600359新农开发2017年年度报告.PDF,http://www.cninfo.com.cn/finalpage/2018-04-17/1204639100.PDF
600359新农开发2017年年度报告摘要.PDF,http://www.cninfo.com.cn/finalpage/2018-04-17/1204639074.PDF
600506香梨股份2017年年度报告摘要.PDF,http://www.cninfo.com.cn/finalpage/2018-04-11/1204600388.PDF
600506香梨股份2017年年度报告.PDF,http://www.cninfo.com.cn/finalpage/2018-04-11/1204600387.PDF
300498温氏股份2017年年度报告.PDF,http://www.cninfo.com.cn/finalpage/2018-04-10/1204596930.PDF
300498温氏股份2017年年度报告摘要.PDF,http://www.cninfo.com.cn/finalpage/2018-04-10/1204596877.PDF
300087荃银高科2017年年度报告.PDF,http://www.cninfo.com.cn/finalpage/2018-04-04/1204586469.PDF
300087荃银高科2017年年度报告摘要.PDF,http://www.cninfo.com.cn/finalpage/2018-04-04/1204586468.PDF
300106西部牧业2017年年度报告.PDF,http://www.cninfo.com.cn/finalpage/2018-04-03/1204576294.PDF
300106西部牧业2017年年度报告摘要.PDF,http://www.cninfo.com.cn/finalpage/2018-04-03/1204576292.PDF
600598北大荒2017年年度报告摘要.PDF,http://www.cninfo.com.cn/finalpage/2018-04-03/1204575675.PDF
600598北大荒2017年年度报告.PDF,http://www.cninfo.com.cn/finalpage/2018-04-03/1204575674.PDF
000798中水渔业2017年年度报告摘要.PDF,http://www.cninfo.com.cn/finalpage/2018-03-30/1204545824.PDF
000798中水渔业2017年年度报告.PDF,http://www.cninfo.com.cn/finalpage/2018-03-30/1204545821.PDF
600540ST新赛2017年年度报告摘要.PDF,http://www.cninfo.com.cn/finalpage/2018-03-28/1204525758.PDF
600540ST新赛2017年年度报告.PDF,http://www.cninfo.com.cn/finalpage/2018-03-28/1204525757.PDF
600965福成股份2017年年度报告.PDF,http://www.cninfo.com.cn/finalpage/2018-03-28/1204524284.PDF
600965福成股份2017年年度报告摘要.PDF,http://www.cninfo.com.cn/finalpage/2018-03-28/1204524279.PDF
600265ST景谷2017年年度报告.PDF,http://www.cninfo.com.cn/finalpage/2018-03-24/1204513763.PDF
600265ST景谷2017年年度报告摘要.PDF,http://www.cninfo.com.cn/finalpage/2018-03-24/1204513745.PDF
002772众兴菌业2017年年度报告.PDF,http://www.cninfo.com.cn/finalpage/2018-03-24/1204511292.PDF
002772众兴菌业2017年年度报告摘要.PDF,http://www.cninfo.com.cn/finalpage/2018-03-24/1204511280.PDF
600975新五丰2017年年度报告摘要.PDF,http://www.cninfo.com.cn/finalpage/2018-03-24/1204510974.PDF
600975新五丰2017年年度报告.PDF,http://www.cninfo.com.cn/finalpage/2018-03-24/1204510963.PDF
300511雪榕生物2017年年度报告.PDF,http://www.cninfo.com.cn/finalpage/2018-03-15/1204478341.PDF
300511雪榕生物2017年年度报告摘要.PDF,http://www.cninfo.com.cn/finalpage/2018-03-15/1204478340.PDF
300313天山生物2017年年度报告.PDF,http://www.cninfo.com.cn/finalpage/2018-03-13/1204470167.PDF
300313天山生物2017年年度报告摘要.PDF,http://www.cninfo.com.cn/finalpage/2018-03-13/1204470157.PDF
200992中鲁B2017年年度报告(英文版).PDF,http://www.cninfo.com.cn/finalpage/2018-03-08/1204457877.PDF
200992中鲁B2017年年度报告.PDF,http://www.cninfo.com.cn/finalpage/2018-03-08/1204457876.PDF
200992中鲁B2017年年度报告摘要.PDF,http://www.cninfo.com.cn/finalpage/2018-03-08/1204457873.PDF
002714牧原股份2017年年度报告.PDF,http://www.cninfo.com.cn/finalpage/2018-02-10/1204411631.PDF
002714牧原股份2017年年度报告摘要.PDF,http://www.cninfo.com.cn/finalpage/2018-02-10/1204411576.PDF
000711京蓝科技2016年年度报告(更新后).PDF,http://www.cninfo.com.cn/finalpage/2017-10-28/1204086085.PDF
300189神农基因2016年年度报告(更新后).PDF,http://www.cninfo.com.cn/finalpage/2017-08-30/1203895468.PDF
000713丰乐种业2016年年度报告(更新后).PDF,http://www.cninfo.com.cn/finalpage/2017-06-28/1203653421.PDF
002505大康农业2016年年度报告(更新后).PDF,http://www.cninfo.com.cn/finalpage/2017-06-09/1203602818.PDF
600540ST新赛2016年年度报告(修订版).PDF,http://www.cninfo.com.cn/finalpage/2017-06-06/1203589810.PDF
600467好当家2016年年度报告.PDF,http://www.cninfo.com.cn/finalpage/2017-05-23/1203554147.PDF
002505大康农业2016年年度报告(已取消).PDF,http://www.cninfo.com.cn/finalpage/2017-05-04/1203474987.PDF
600313农发种业2016年年度报告.PDF,http://www.cninfo.com.cn/finalpage/2017-05-03/1203470537.PDF
000592平潭发展2016年年度报告摘要.PDF,http://www.cninfo.com.cn/finalpage/2017-04-29/1203424034.PDF
000592平潭发展2016年年度报告.PDF,http://www.cninfo.com.cn/finalpage/2017-04-29/1203424015.PDF
600540新赛股份2016年年度报告摘要.PDF,http://www.cninfo.com.cn/finalpage/2017-04-28/1203419536.PDF
600540新赛股份2016年年度报告.PDF,http://www.cninfo.com.cn/finalpage/2017-04-28/1203419535.PDF
600354敦煌种业2016年年度报告.PDF,http://www.cninfo.com.cn/finalpage/2017-04-28/1203417719.PDF
